School_Unit_Name,Elementary_school_cases,Middle_school_cases,High_school_cases,Gender,Reporting_date
SCOALA POSTLICEALA FORTUNA MUNICIPIUL PLOIESTI,277,360,198,M,2017-04-14
SCOALA POSTLICEALA FUNDATIA ECOLOGICA GREEN PITESTI,423,477,339,M,2016-06-11
Scoala Postliceala Henri Coanda,270,333,717,M,2019-11-14
SCOALA POSTLICEALA HENRI COANDA BECLEAN,76,122,432,M,2011-08-27
SCOALA POSTLICEALA HENRI COANDA BEIUS,214,352,223,F,2015-02-25
SCOALA POSTLICEALA HENRI COANDA BRAD,466,501,574,M,2020-02-08
Scoala Postliceala 'Henri Coanda' Brasov,459,680,687,F,2016-08-06
SCOALA POSTLICEALA HENRI COANDA BRATCA,407,74,686,F,2011-09-12
SCOALA POSTLICEALA HENRI COANDA CLUJ-NAPOCA,280,326,335,M,2019-12-13
SCOALA POSTLICEALA HENRI COANDA CURTEA DE ARGES,50,165,73,M,2019-10-28
SCOALA POSTLICEALA HENRI COANDA FELDRU,205,156,430,M,2020-02-17
SCOALA POSTLICEALA HENRI COANDA GHERLA,548,222,60,M,2013-04-02
SCOALA POSTLICEALA HENRI COANDA HUEDIN,174,382,515,F,2014-10-27
SCOALA POSTLICEALA HENRI COANDA MOLDOVA NOUA,230,719,31,F,2013-04-27
SCOALA POSTLICEALA HENRI COANDA ORADEA,683,167,182,M,2014-01-20
SCOALA POSTLICEALA HENRI COANDA SATU MARE,476,495,530,M,2012-05-29
SCOALA POSTLICEALA HENRI COANDA SANNICOLAU MARE,108,376,439,M,2013-10-18
SCOALA POSTLICEALA HENRI COANDA SIBIU,553,87,183,F,2011-07-23
SCOALA POSTLICEALA HENRI COANDA STEI,272,91,267,F,2017-12-31
SCOALA POSTLICEALA HENRI COANDA TIMISOARA,79,325,596,F,2020-09-07
SCOALA POSTLICEALA HENRI COANDA TURDA,568,143,543,M,2020-07-20
SCOALA POSTLICEALA HENRI COANDAURZICENI,645,391,404,M,2018-11-02
SCOALA POSTLICEALA 'HIPOCRATE' CONSTANTA,712,496,98,M,2019-03-09
SCOALA POSTLICEALA LOUIS PASTEUR CAMPINA,330,79,647,M,2019-09-07
SCOALA POSTLICEALA LOUIS PASTEUR DEJ,663,277,670,F,2021-06-23
SCOALA POSTLICEALA LOUIS PASTEUR MIERCUREA CIUC,237,614,179,M,2019-03-17
SCOALA POSTLICEALA MIRONA REGHIN - FUNDATIA CULTURAL UMANITARA VIOARA REGHIN,266,672,426,F,2015-03-16
SCOALA POSTLICEALA OCROTIREA CLUJ-NAPOCA,41,72,133,M,2017-10-05
SCOALA POSTLICEALA 'PRO SCIENTIA' CONSTANTA,377,599,300,F,2020-09-14
SCOALA POSTLICEALA PROF. DR. NANU I. MUSCEL CAMPULUNG,221,17,267,F,2014-03-25
SCOALA POSTLICEALA PROF. DR. P. BRANZEI IASI,495,387,105,M,2014-11-25
SCOALA POSTLICEALA REGINA MARIA MUNICIPIUL BUZAU,445,298,535,F,2017-03-21
SCOALA POSTLICEALA SANITARA ALEXANDRIA,664,111,230,F,2014-11-13
SCOALA POSTLICEALA SANITARA ANASTASIE FATU MUN. VASLUI,533,336,391,M,2018-05-10
SCOALA POSTLICEALA SANITARA APRENDIS IASI,132,743,347,M,2015-11-03
SCOALA POSTLICEALA SANITARA ARAD,684,694,294,M,2019-10-18
SCOALA POSTLICEALA SANITARA BANATUL CARANSEBES,374,393,730,M,2016-12-02
Scoala Postliceala Sanitara Carol Davila,481,176,684,M,2015-12-10
SCOALA POSTLICEALA SANITARA CAROL DAVILA ALEXANDRIA,211,657,658,M,2015-04-20
SCOALA POSTLICEALA SANITARA CAROL DAVILA CARACAL,97,363,498,M,2016-05-23
SCOALA POSTLICEALA SANITARA CAROL DAVILA CARANSEBES,17,589,499,F,2015-12-30
SCOALA POSTLICEALA SANITARA CAROL DAVILA CALAN,261,502,727,M,2017-07-09
SCOALA POSTLICEALA SANITARA CAROL DAVILA MOINESTI,439,20,522,F,2015-05-23
SCOALA POSTLICEALA SANITARA CAROL DAVILA ONESTI,159,543,431,F,2013-01-30
SCOALA POSTLICEALA SANITARA CAROL DAVILA ORASTIE,268,73,287,M,2013-09-13
SCOALA POSTLICEALA SANITARA CAROL DAVILA SLATINA,52,655,591,M,2013-04-11
SCOALA POSTLICEALA SANITARA CAROL DAVILA TARGOVISTE,230,573,91,M,2015-05-17
SCOALA POSTLICEALA SANITARA CENTRUL DE STUDII EUROPEAN BACAU,322,78,736,M,2013-08-11
SCOALA POSTLICEALA SANITARA CENTRUL DE STUDII EUROPEAN FALTICENI,658,99,15,F,2019-05-22
SCOALA POSTLICEALA SANITARA CENTRUL DE STUDII EUROPEAN MUNICIPIUL PIATRA-NEAMT,739,314,407,M,2012-07-24
SCOALA POSTLICEALA SANITARA CENTRUL DE STUDII STEFAN CEL MARE SI SFANT PASCANI,414,590,392,F,2019-09-27
SCOALA POSTLICEALA SANITARA CENTRUL DE STUDII STEFAN CEL MARE SI SFANT RADAUTI,15,340,437,F,2018-04-11
SCOALA POSTLICEALA SANITARA CENTRUL DE STUDII STEFAN CEL MARE SI SFANT SUCEAVA,616,590,245,M,2020-06-12
SCOALA POSTLICEALA SANITARA CHRISTIANA CLUJ-NAPOCA,443,241,507,M,2021-07-18
SCOALA POSTLICEALA SANITARA CHRISTIANA MIOVENI,120,552,383,F,2021-01-07
SCOALA POSTLICEALA SANITARA CHRISTIANA PITESTI,721,536,623,M,2014-05-08
SCOALA POSTLICEALA SANITARA CHRISTIANA TARGOVISTE,501,365,39,M,2018-05-03
SCOALA POSTLICEALA SANITARA CHRISTIANA ZALAU,251,322,497,M,2013-03-25
SCOALA POSTLICEALA SANITARA CRISTIANA SLATINA,272,709,278,F,2020-08-17
SCOALA POSTLICEALA SANITARA CUZA CORABIA,326,334,383,M,2017-03-22
SCOALA POSTLICEALA SANITARA 'DIADA' MANGALIA,184,277,581,F,2018-04-12
SCOALA POSTLICEALA SANITARA DOCTOR LUCA CERNICA,349,281,89,F,2013-09-18
SCOALA POSTLICEALA SANITARA DR. BALIN ALEXANDRU MEDIAS,582,43,668,F,2016-09-11
SCOALA POSTLICEALA SANITARA DR.DINU MUNICIPIUL CAMPINA,305,403,177,M,2015-04-04
SCOALA POSTLICEALA SANITARA DROBETA TURNU SEVERIN,542,529,246,F,2019-09-06
SCOALA POSTLICEALA SANITARA EUGEN NICOARA REGHIN,712,13,456,M,2014-02-22
SCOALA POSTLICEALA SANITARA F.E.G. EDUCATION ODORHEIU SECUIESC,438,57,497,M,2015-05-02
Scoala Postliceala Sanitara Fundeni,175,615,316,F,2020-11-29
SCOALA POSTLICEALA SANITARA GHEORGHE TITEICA,682,60,157,M,2012-05-16
SCOALA POSTLICEALA SANITARA GIURGIU,208,563,357,F,2016-07-07
SCOALA POSTLICEALA SANITARA GR. GHICA VODA IASI,337,697,283,M,2019-07-17
SCOALA POSTLICEALA SANITARA HUNEDOARA,305,714,376,M,2018-12-06
SCOALA POSTLICEALA SANITARA ''HYGEIA'' SIBIU,456,90,513,M,2017-09-04
SCOALA POSTLICEALA SANITARA LAUREATUS ORAS TIRGU NEAMT,505,391,124,F,2020-08-21
SCOALA POSTLICEALA SANITARA MED FARM SPERANTA TIRGU MURES,467,157,706,F,2021-05-16
SCOALA POSTLICEALA SANITARA MEDICA STUDIUM GURA HUMORULUI,148,456,483,F,2014-01-25
SCOALA POSTLICEALA SANITARA MIHAI RALEA MUN. HUSI,662,613,711,M,2016-01-04
SCOALA POSTLICEALA SANITARA MOLDOVA FILIALA TIRGU NEAMT,22,549,364,M,2020-04-29
SCOALA POSTLICEALA SANITARA MOLDOVA MUNICIPIUL ROMAN,572,225,343,M,2015-06-14
SCOALA POSTLICEALA SANITARA MUNICIPIUL BUZAU,625,361,282,M,2021-01-30
SCOALA POSTLICEALA SANITARA MUNICIPIUL PIATRA-NEAMT,554,316,506,F,2012-10-09
SCOALA POSTLICEALA SANITARA ODORHEIU SECUIESC,161,442,619,M,2011-12-21
SCOALA POSTLICEALA SANITARA OLTENIA BALS,391,257,330,M,2018-09-28
SCOALA POSTLICEALA SANITARA REGINA MARIA DE ROMANIA PLOIESTI,513,439,711,F,2015-10-29
SCOALA POSTLICEALA SANITARA SANITY COMANESTI,579,644,27,F,2012-03-27
SCOALA POSTLICEALA SANITARA SATU MARE,346,103,725,F,2012-11-07
SCOALA POSTLICEALA SANITARA SANATATE SI TEMPERANTA,551,534,490,F,2015-10-30
Scoala Postliceala Sanitara Sf. Vasile cel Mare,219,646,521,F,2014-01-05
SCOALA POSTLICEALA SANITARA SFANTA ANA,206,495,220,F,2017-02-22
SCOALA POSTLICEALA SANITARA SFANTA CLARA AGNITA,647,427,190,M,2014-03-05
Scoala Postliceala Sanitara Sfantu Gheorghe,671,197,315,M,2020-04-02
SCOALA POSTLICEALA SANITARA SFANTUL BARTOLOMEU CLUJ-NAPOCA,416,370,489,M,2014-02-14
Scoala Postliceala Sanitara Sfantul Ioan,119,397,371,F,2019-02-13
SCOALA POSTLICEALA SANITARA SFANTUL LUCA TULCEA,41,167,582,F,2013-10-07
SCOALA POSTLICEALA SANITARA SFANTUL VASILE CEL MARE PLOIESTI,299,504,663,M,2018-08-22
SCOALA POSTLICEALA SANITARA SLATINA,30,317,83,M,2020-08-08
SCOALA POSTLICEALA SANITARA SUCEAVA,636,201,719,M,2018-01-27
SCOALA POSTLICEALA SANITARA TARA DE SUS VATRA DORNEI,623,48,117,F,2018-09-02
SCOALA POSTLICEALA SANITARA VIRGINIA HENDERSON SIBIU,242,701,344,M,2012-01-13
SCOALA POSTLICEALA SANITARA ZALAU,255,660,602,M,2012-03-10
SCOALA POSTLICEALA SANITARASANITY ONESTI,94,35,460,M,2013-11-13
SCOALA POSTLICEALA SFANTUL NECTARIE CLUJ-NAPOCA,225,459,246,F,2012-04-11
SCOALA POSTLICEALA 'SF.THEODOR' CONSTANTA,457,113,465,M,2018-06-09
SCOALA POSTLICEALA THEOS SPERANTA ARAD,282,469,304,F,2012-04-21
SCOALA POSTLICEALA VASILE ALECSANDRI MUNICIPIUL BUZAU,187,212,26,M,2018-11-01
SCOALA POSTLICEALA VASILE GOLDIS DEVA,425,33,679,M,2016-06-12
SCOALA POSTLICEALA VASILE GOLDIS MARGHITA,334,562,724,F,2015-01-22
SCOALA POSTLICEALA VASILE GOLDIS SATU MARE,717,665,204,F,2018-02-02
SCOALA PRIMARA ''CONSTANTIN TINCU'' LISNA,221,463,146,M,2012-07-04
SCOALA PRIMARA NR 3 IONASENI VARFU CAMPULUI,485,415,30,M,2012-02-29
SCOALA PRIMARA NR. 3 IURESTI,181,183,366,M,2021-04-24
SCOALA PRIMARA  SAT BUSTENARI COMUNA TELEGA,516,1,398,F,2012-01-17
SCOALA PRIMARA ABUD,486,546,739,M,2014-05-28
SCOALA PRIMARA ABUS,267,479,340,M,2012-02-23
SCOALA PRIMARA ACADEMICIAN RASCANU C. VASILE SAT ORGOIESTI,249,154,530,F,2018-08-15
Scoala Primara Acris,252,327,641,F,2019-07-05
SCOALA PRIMARA ADRIAN,573,412,498,F,2021-02-12
SCOALA PRIMARA AFTER SCHOOL SICULENI,26,329,622,M,2014-11-28
SCOALA PRIMARA AGATONIA CIOLPANI,531,527,540,F,2013-01-24
SCOALA PRIMARA AGAUA,419,230,673,F,2016-07-11
SCOALA PRIMARA AGARBICIU COM. CAPUSU MARE,653,9,706,F,2015-06-30
SCOALA PRIMARA AGRIS COM. IARA,121,239,143,M,2018-11-27
SCOALA PRIMARA AGRISTEU,332,289,312,F,2020-09-25
SCOALA PRIMARA AITON COM. AITON,359,52,328,M,2016-02-12
SCOALA PRIMARA ALBELE,352,506,573,M,2019-08-11
Scoala Primara Albis,473,237,306,M,2013-09-21
SCOALA PRIMARA ALBULESTI,319,666,52,M,2015-10-16
SCOALA PRIMARA ALDEA,285,298,457,F,2020-04-12
SCOALA PRIMARA ALEXANDRU A. GUTA,461,466,724,M,2020-08-25
SCOALA PRIMARA ALEXANDRU CEL BUN,288,129,260,M,2019-12-20
SCOALA PRIMARA ALEXANDRU I. CUZA,616,649,236,M,2018-10-07
SCOALA PRIMARA ALEXANDRU MOLDOVEANU SBOGHITESTI,582,564,433,M,2018-06-18
SCOALA PRIMARA ALIOS,150,694,392,F,2017-06-19
SCOALA PRIMARA ALMA VII,271,744,357,F,2017-04-08
SCOALA PRIMARA ALSZEGI REMETEA,630,441,427,M,2011-11-29
SCOALA PRIMARA ALUNISUL,249,473,466,F,2017-08-03
SCOALA PRIMARA AMATI,232,46,509,F,2019-12-25
SCOALA PRIMARA AMERICANO-ROMANA ORADEA,93,213,180,F,2021-07-04
SCOALA PRIMARA AMNAS,301,353,674,F,2016-11-26
Scoala Primara Ana Lugojana,700,327,639,M,2018-10-09
SCOALA PRIMARA ANGELS PAULESTI,158,234,507,M,2020-12-28
SCOALA PRIMARA ANGHINESTI,583,180,206,M,2014-05-26
Scoala Primara Aninoasa,50,468,564,F,2013-11-14
SCOALA PRIMARA APOLLO KIDS POPESTI LEORDENI,140,179,645,F,2011-07-30
SCOALA PRIMARA APOS,667,430,575,F,2015-01-20
SCOALA PRIMARA ARAMA,186,661,410,M,2018-05-15
SCOALA PRIMARA ARBORE,203,232,312,F,2011-12-11
SCOALA PRIMARA ARCALIA,517,660,82,M,2015-04-19
SCOALA PRIMARA ARCHIUD,29,211,669,M,2020-05-24
SCOALA PRIMARA ARDAN,411,391,612,F,2019-11-18
Scoala Primara Arini,510,354,251,F,2018-01-01
Scoala Primara Ariusd,84,208,448,M,2018-11-13
SCOALA PRIMARA ARMENI,611,178,441,F,2015-03-25
SCOALA PRIMARA ARSITA,400,658,133,M,2016-09-23
SCOALA PRIMARA ATELIER NR. 1 IASI,471,181,91,M,2013-08-18
SCOALA PRIMARA ATIA,606,62,714,F,2020-09-21
Scoala Primara Atlanthea,598,428,279,F,2014-10-31
SCOALA PRIMARA AUREL GURGHIANU ICLANZEL,293,355,238,F,2013-07-25
SCOALA PRIMARA AUREL VLAICU,386,123,429,M,2012-03-10
SCOALA PRIMARA AVANTU,324,63,176,F,2013-03-14
SCOALA PRIMARA AVERESTI COMUNA ION CREANGA,741,213,403,F,2018-04-06
SCOALA PRIMARA BAHNA,338,713,431,F,2020-08-20
SCOALA PRIMARA BALA DE SUS,705,520,607,M,2016-09-13
SCOALA PRIMARA BALOGH IGNAC BARZAVA,431,239,86,F,2011-09-03
SCOALA PRIMARA BALSA,195,430,389,F,2012-07-01
SCOALA PRIMARA BALTA VERDE,552,595,331,M,2015-07-08
SCOALA PRIMARA BARA,573,675,550,M,2015-02-11
Scoala Primara Barabas Miklos Marcusa,5,716,265,F,2013-04-23
SCOALA PRIMARA BARATCOS,298,304,18,F,2011-09-30
Scoala Primara Bartalis Ferenc Biborteni,604,418,284,M,2018-09-05
SCOALA PRIMARA BARU,578,539,504,F,2017-05-08
SCOALA PRIMARA BATA,95,372,744,M,2012-11-01
SCOALA PRIMARA BAZGA,376,569,39,M,2016-02-10
SCOALA PRIMARA BAZOS,357,252,621,F,2021-01-08
SCOALA PRIMARA BADENI COM. MOLDOVENESTI,366,646,40,F,2014-07-02
SCOALA PRIMARA BAGARA COM. AGHIRESU,725,539,288,F,2015-12-11
Scoala Primara Baiesi,230,502,580,F,2018-08-12
SCOALA PRIMARA BAIESTI,733,271,664,F,2017-08-21
SCOALA PRIMARA BAILE COMUNA BALTA ALBA,542,161,250,M,2012-09-26
SCOALA PRIMARA BAJESTI,637,748,85,M,2019-11-06
SCOALA PRIMARA BALANU,191,248,146,F,2014-08-12
SCOALA PRIMARA BALATA,578,70,539,F,2014-12-23
SCOALA PRIMARA BALINESTI,138,403,287,F,2019-12-06
SCOALA PRIMARA BALTENI,360,20,694,F,2011-11-15
SCOALA PRIMARA BALUSESTI,631,617,655,F,2014-01-13
SCOALA PRIMARA BANEASA COMUNA BOZIENI,544,730,290,M,2020-10-07
SCOALA PRIMARA BARATEAZ,16,388,146,F,2020-11-12
SCOALA PRIMARA BARTASESTI,259,613,236,F,2021-02-14
SCOALA PRIMARA BATESTI,458,709,185,M,2020-07-16
Scoala Primara Batanii Mici,350,724,27,F,2015-11-06
SCOALA PRIMARA BARAIAC,182,95,519,F,2014-12-14
SCOALA PRIMARA BARZA,93,275,377,M,2013-08-22
SCOALA PRIMARA BARZESTI,301,80,605,F,2016-01-20
SCOALA PRIMARA BECAS,321,613,625,F,2012-06-06
Scoala Primara Beclean,489,667,548,M,2017-07-31
Scoala Primara Bedo Albert Calnic,701,272,460,M,2014-01-31
Scoala Primara Beia,161,484,301,M,2014-06-09
SCOALA PRIMARA BEL SORRISO VOLUNTARI,373,543,0,M,2017-12-08
Scoala Primara Belin Vale,103,167,726,F,2020-01-02
SCOALA PRIMARA BELSO ZETEA,88,500,605,M,2019-08-16
SCOALA PRIMARA BENEDEK ELEK BODOGAIA,462,299,312,M,2021-02-19
SCOALA PRIMARA BENEDEK ELEK CETATUIA,517,25,62,M,2015-07-19
SCOALA PRIMARA BENEDEK ELEK FILIASI,375,220,81,F,2013-05-11
SCOALA PRIMARA BENESAT,394,105,610,M,2021-03-12
SCOALA PRIMARA BENIA,474,268,129,M,2014-01-10
SCOALA PRIMARA BERCEA,2,657,534,F,2012-01-14
Scoala Primara Berde Mozsa Santionlunca,167,699,255,F,2020-04-03
SCOALA PRIMARA BERECUTA,361,352,582,M,2012-05-19
SCOALA PRIMARA BEREGSAU MIC,70,667,284,F,2020-01-11
SCOALA PRIMARA BERENI,588,302,507,M,2020-12-25
SCOALA PRIMARA BEREZLOGI,331,521,539,M,2016-03-06
SCOALA PRIMARA BERINI,258,278,40,M,2013-10-29
SCOALA PRIMARA BERNADEA,294,316,139,F,2020-07-15
SCOALA PRIMARA BETHLEN GABOR LAZAREA,613,631,581,M,2014-11-15
SCOALA PRIMARA BETESTI COMUNA REDIU,425,428,296,M,2019-09-05
SCOALA PRIMARA BIC,133,195,214,M,2017-09-27
Scoala Primara Bicfalau,637,250,54,F,2016-07-15
SCOALA PRIMARA BICHIGI,198,516,417,M,2012-08-24
SCOALA PRIMARA BILBOR - RACHITIS,396,413,531,F,2013-06-02
SCOALA PRIMARA BILBOR - SUSENI,472,129,293,F,2014-08-31
SCOALA PRIMARA BILGHEZ,330,461,552,M,2017-02-04
SCOALA PRIMARA BINIS,244,690,512,M,2016-10-06
SCOALA PRIMARA BIRTIN,476,249,408,M,2015-04-15
SCOALA PRIMARA BISTRA MURESULUI,476,436,374,M,2021-06-11
Scoala Primara Bita,67,676,310,M,2014-07-29
SCOALA PRIMARA BIUSA,102,116,366,M,2012-02-03
SCOALA PRIMARA BIRLOGU,115,600,362,M,2014-03-24
SCOALA PRIMARA BLAJENI,116,28,428,F,2019-08-22
SCOALA PRIMARA BOARTA,701,446,414,F,2016-06-10
SCOALA PRIMARA BOATCA,52,570,458,M,2016-12-16
SCOALA PRIMARA BOBDA,31,484,493,M,2014-01-23
SCOALA PRIMARA BOBEICA,284,737,60,F,2019-06-23
SCOALA PRIMARA BOBITA DANESTI,580,295,241,F,2012-04-26
SCOALA PRIMARA BOBILNA,704,457,254,F,2015-09-07
SCOALA PRIMARA BOCNITA,569,537,165,M,2014-05-19
SCOALA PRIMARA BODNARENI,149,663,678,M,2018-07-19
Scoala Primara Bogata,243,187,691,F,2013-01-11
SCOALA PRIMARA BOGATA COM. CALARASI,244,594,718,M,2012-02-25
SCOALA PRIMARA BOGDANA,379,747,458,M,2020-06-29
SCOALA PRIMARA BOGDAN-VODA,51,526,20,M,2016-11-12
SCOALA PRIMARA BOGHIS,740,639,172,M,2014-05-15
SCOALA PRIMARA BOGILTIN,92,654,518,M,2020-03-16
SCOALA PRIMARA BOGOMIR COM. NEGRENI,671,508,598,M,2016-07-03
SCOALA PRIMARA BOGONOS,165,339,671,F,2019-04-01
SCOALA PRIMARA BOHARI,495,350,119,F,2013-12-23
SCOALA PRIMARA BOHOLT,513,247,317,F,2013-04-15
SCOALA PRIMARA BOJILA,637,591,210,M,2015-01-11
SCOALA PRIMARA BOJU COM. COJOCNA,103,229,517,M,2021-04-14
SCOALA PRIMARA BOLDUT COM. CEANU MARE,75,323,131,F,2015-02-18
SCOALA PRIMARA BOLINTINENI,58,574,689,F,2021-05-15
SCOALA PRIMARA BOLOGA COM. POIENI,34,551,698,M,2012-10-26
SCOALA PRIMARA BOLOVANI CORNATELU,641,438,473,F,2016-01-06
SCOALA PRIMARA BOLVASNITA,620,475,189,M,2013-09-22
SCOALA PRIMARA BONT COM. FIZESU GHERLII,36,658,628,F,2016-01-21
SCOALA PRIMARA BORDOSIU,687,244,642,M,2016-12-26
SCOALA PRIMARA BORISLAV CRISTICI BELOBRESCA,669,114,704,F,2020-01-02
SCOALA PRIMARA BOROAIA,391,69,634,M,2011-08-02
SCOALA PRIMARA BOSANCI,255,261,532,M,2019-12-08
SCOALA PRIMARA BOTOSENITA MARE,138,29,668,F,2017-05-17
SCOALA PRIMARA BOURA,504,131,379,M,2014-07-02
SCOALA PRIMARA BOURENI,377,632,509,M,2020-10-26
SCOALA PRIMARA BOZIES,37,429,101,F,2013-07-22
SCOALA PRIMARA BRADATEL,603,284,10,M,2012-11-16
SCOALA PRIMARA BRADISORU DE JOS,628,394,313,M,2013-07-07
SCOALA PRIMARA BRATESTI,199,690,427,F,2015-08-27
SCOALA PRIMARA BRATULESTI,645,363,735,M,2018-01-02
SCOALA PRIMARA BREBI,97,343,175,F,2016-04-30
SCOALA PRIMARA BRODINA DE JOS,667,251,121,F,2011-10-16
SCOALA PRIMARA BUC,664,481,530,F,2020-10-29
SCOALA PRIMARA BUCEA COM. NEGRENI,715,178,112,M,2013-09-21
SCOALA PRIMARA BUCHIN,626,748,150,M,2014-07-07
SCOALA PRIMARA BUCIUM,83,228,711,M,2011-08-31
SCOALA PRIMARA BUCIUM COMUNA VALEA URSULUI,688,562,313,M,2012-10-23
SCOALA PRIMARA BUCOSNITA,630,627,698,M,2016-06-29
Scoala Primara Budai Jozsef Bodos,361,163,647,M,2017-07-22
SCOALA PRIMARA BUDIU MIC,695,88,388,F,2019-03-30
SCOALA PRIMARA BUESTI,270,292,98,M,2015-09-09
SCOALA PRIMARA BUGHITA,391,210,433,F,2015-08-25
SCOALA PRIMARA BUHALNITA COMUNA HANGU,437,360,86,M,2013-11-10
SCOALA PRIMARA BUHAENI,119,723,73,M,2014-07-31
SCOALA PRIMARA BUIA,406,689,690,F,2021-04-24
SCOALA PRIMARA BULGARENI,420,178,309,F,2012-04-22
SCOALA PRIMARA BULZESTII DE SUS,150,329,222,M,2013-12-06
SCOALA PRIMARA BUNEA MARE,711,101,281,M,2011-07-31
SCOALA PRIMARA BUNESTI,54,419,3,M,2018-03-27
SCOALA PRIMARA BUNESTI SAT COM. MINTIU GHERLII,617,161,292,M,2013-09-07
SCOALA PRIMARA BURILA MICA,146,207,375,M,2014-05-04
SCOALA PRIMARA BURJUC,668,498,523,M,2013-05-19
SCOALA PRIMARA BURSUC DEAL,235,234,483,F,2013-11-30
SCOALA PRIMARA BURUIENESTI,568,53,552,F,2015-10-17
SCOALA PRIMARA BUTIN,402,478,486,F,2017-10-12
SCOALA PRIMARA BUTNARESTI COMUNA SECUIENI,580,470,715,F,2015-02-11
Scoala Primara Buzaiel,518,190,32,F,2013-08-27
SCOALA PRIMARA BUZDUG,113,376,399,F,2014-06-15
SCOALA PRIMARA CAMENA,173,441,309,F,2019-11-18
SCOALA PRIMARA CAPU CORBULUI,154,622,495,M,2015-11-15
SCOALA PRIMARA CAROL I IASI,107,107,489,F,2014-06-24
Scoala Primara Casa Montessori,87,686,97,F,2015-04-20
SCOALA PRIMARA CASA SPERANTEI TIMISOARA,444,154,324,F,2019-04-15
SCOALA PRIMARA CASE PARVA,368,223,198,M,2016-10-20
Scoala Primara Casinu Mic,96,696,42,F,2019-04-01
Scoala Primara Castelul Fermecat Olimpia,23,268,570,F,2016-07-01
SCOALA PRIMARA CASVA,63,47,239,M,2018-08-12
SCOALA PRIMARA CABESTI,222,353,39,F,2017-02-10
SCOALA PRIMARA CALACEA,564,503,594,M,2012-10-19
SCOALA PRIMARA CALAN ORASUL VECHI,259,68,147,F,2020-01-03
SCOALA PRIMARA CALNACI,499,197,290,F,2015-04-28
SCOALA PRIMARA CALUGARENI,173,303,590,M,2016-02-09
SCOALA PRIMARA CANICEA,561,379,535,M,2018-02-24
SCOALA PRIMARA CAPALNA DE SUS,10,208,60,F,2017-08-24
Scoala Primara Capsunik,500,527,577,F,2013-05-13
SCOALA PRIMARA CAPUSU MIC COM. CAPUSU MARE,529,664,564,M,2014-10-02
SCOALA PRIMARA CARBUNARI,729,575,170,F,2018-10-07
SCOALA PRIMARA CASUTA CU POVESTI PLOIESTI,690,534,95,M,2014-05-03
SCOALA PRIMARA CAZANESTI,205,633,84,F,2015-03-14
SCOALA PRIMARA CAMPENITA,93,487,260,F,2019-01-26
SCOALA PRIMARA CAMPIA,543,113,341,F,2014-05-20
SCOALA PRIMARA CAMPU CETATII,378,105,469,M,2012-11-28
SCOALA PRIMARA CAMPU LUI NEAG,512,674,24,M,2013-05-22
SCOALA PRIMARA CARCENI,683,220,238,M,2018-12-05
SCOALA PRIMARA CARNECEA,610,92,499,F,2020-01-25
SCOALA PRIMARA CARNESTI,619,513,742,F,2018-01-14
SCOALA PRIMARA CEAN,538,45,138,F,2017-03-18
SCOALA PRIMARA CECALACA,78,532,376,M,2019-01-02
SCOALA PRIMARA CECHESTI,526,390,242,M,2013-04-13
SCOALA PRIMARA CERGHIZEL,724,487,528,M,2019-10-08
SCOALA PRIMARA CERISA,255,98,436,M,2017-07-16
SCOALA PRIMARA CERNA,586,117,94,F,2019-10-01
SCOALA PRIMARA CERNAIA,441,65,556,M,2014-07-02
SCOALA PRIMARA CERNETEAZ,266,629,31,F,2020-12-29
SCOALA PRIMARA CETATEA VECHE II ORAS HUEDIN,282,115,330,M,2011-10-23
SCOALA PRIMARA 'CHAMPIONS FOR LIFE' CONSTANTA,523,397,692,M,2017-10-13
SCOALA PRIMARA CHARLOTTENURG,21,51,392,M,2020-03-01
SCOALA PRIMARA CHECHIS,614,416,606,M,2016-02-02
SCOALA PRIMARA CHEGLEVICI,419,256,1,F,2012-03-16
SCOALA PRIMARA CHERESTUR,439,352,531,M,2015-12-20
SCOALA PRIMARA CHEREUSA,652,660,711,F,2016-11-27
SCOALA PRIMARA CHICHINETU,5,81,720,M,2017-07-18
SCOALA PRIMARA CHILENI,95,542,579,F,2016-10-27
SCOALA PRIMARA CHILISENI,314,161,359,F,2017-04-05
SCOALA PRIMARA CHITID,682,589,644,F,2014-01-31
Scoala Primara Chiurus,112,579,393,F,2019-10-29
SCOALA PRIMARA CICEU,468,691,490,F,2020-07-21
SCOALA PRIMARA CICLOVA MONTANA,103,389,749,M,2018-10-09
SCOALA PRIMARA CIHEI,344,280,750,M,2021-03-25
SCOALA PRIMARA CILIBIU,601,506,119,M,2011-08-29
SCOALA PRIMARA CINCIS CERNA,660,561,666,M,2018-03-04
Scoala Primara Cincsor,698,247,685,M,2011-08-03
SCOALA PRIMARA CINTA,33,167,393,M,2011-10-27
SCOALA PRIMARA CIOBOTENI,146,478,134,F,2015-04-30
SCOALA PRIMARA CIOCA-BOCA,248,211,89,F,2020-09-04
SCOALA PRIMARA CIOCARLESTI,423,107,392,M,2021-03-05
SCOALA PRIMARA CIOCHIUTA,148,210,353,F,2018-02-19
SCOALA PRIMARA CIOLANESTII DIN DEAL,654,645,231,M,2011-09-03
SCOALA PRIMARA CIOMARTAN,46,578,532,M,2017-05-31
SCOALA PRIMARA CIOROBORENI,413,318,281,M,2014-04-19
SCOALA PRIMARA CIPAU,225,729,564,M,2019-06-01
