School_Unit_Name,Elementary_school_cases,Middle_school_cases,High_school_cases,Gender,Reporting_date
LICEUL TEORETIC GERMAN FRIEDRICH SCHILLER ORADEA,83,319,289,M,2020-03-30
LICEUL TEORETIC GERMAN JOHANN ETTINGER SATU MARE,117,319,210,F,2014-02-02
LICEUL TEORETIC GH. VASILICHI CETATE,146,402,198,F,2015-02-28
LICEUL TEORETIC GHELARI,128,578,312,M,2019-04-03
LICEUL TEORETIC GHEORGHE IONESCU SISESTI,83,329,366,M,2012-05-28
LICEUL TEORETIC GHEORGHE LAZAR AVRIG,142,236,78,F,2018-03-03
LICEUL TEORETIC GHEORGHE LAZAR PECICA,160,53,494,M,2013-12-25
LICEUL TEORETIC GHEORGHE MARINESCU TIRGU MURES,190,124,308,F,2021-05-30
LICEUL TEORETIC GHEORGHE MUNTEANU MURGOCI MACIN,160,133,500,M,2012-11-14
LICEUL TEORETIC GHEORGHE SURDU ORAS BREZOI,124,27,291,M,2016-08-29
LICEUL TEORETIC GRIGORE ANTIPA BOTOSANI,97,76,312,F,2014-02-23
LICEUL TEORETIC GRIGORE GHEBA DUMITRESTI,167,331,186,F,2012-11-17
LICEUL TEORETIC GRIGORE MOISIL TIMISOARA,181,102,247,M,2021-05-19
LICEUL TEORETIC GRIGORE MOISIL TULCEA,174,455,203,F,2015-08-07
LICEUL TEORETIC GRIGORE TOCILESCU ORASUL MIZIL,39,517,399,F,2013-03-31
LICEUL TEORETIC GUSTAV GUNDISCH CISNADIE,40,507,191,M,2019-09-17
LICEUL TEORETIC HARUL LUGOJ,124,95,218,M,2017-06-25
LICEUL TEORETIC HENRI COANDA CRAIOVA,195,224,346,F,2019-10-06
LICEUL TEORETIC HENRI COANDA BACAU,147,83,308,F,2020-01-14
LICEUL TEORETIC HENRI COANDA DEJ,14,447,230,F,2012-06-03
LICEUL TEORETIC HENRI COANDA FELDRU,161,42,189,F,2011-08-24
LICEUL TEORETIC HENRI COANDA ORADEA,63,548,303,M,2014-12-04
LICEUL TEORETIC HENRI COANDA TIMISOARA,170,550,390,M,2014-12-18
LICEUL TEORETIC HOREA CLOSCA SI CRISAN CLUJ-NAPOCA,132,285,461,F,2013-07-07
LICEUL TEORETIC HORIA HULUBEI MAGURELE,22,590,105,M,2015-05-14
LICEUL TEORETIC HORVATH JANOS MARGHITA,38,287,130,M,2015-07-09
Liceul Teoretic Hyperion,95,300,122,F,2018-07-12
LICEUL TEORETIC I. C. BRATIANU HATEG,50,487,356,M,2017-01-15
LICEUL TEORETIC IANCU C VISSARION TITU,147,575,180,F,2019-07-07
Liceul Teoretic 'I.C. Dragusanu' Victoria,150,590,338,M,2018-08-19
LICEUL TEORETIC INDEPENDENTA CALAFAT,124,396,79,M,2017-04-19
Liceul Teoretic International Bucuresti,8,449,293,M,2020-01-19
Liceul Teoretic International de Informatica Bucuresti,153,138,395,F,2019-06-14
LICEUL TEORETIC INTERNATIONAL DE INFORMATICA CONSTANTA,142,459,307,F,2013-06-05
LICEUL TEORETIC IOAN BUTEANU SOMCUTA MARE,168,440,392,M,2019-09-22
LICEUL TEORETIC 'IOAN COTOVU' HARSOVA,25,138,244,M,2015-12-13
LICEUL TEORETIC IOAN JEBELEAN SANNICOLAU MARE,111,94,169,F,2020-07-14
Liceul Teoretic 'Ioan Pascu' Codlea,124,576,96,F,2012-11-08
LICEUL TEORETIC IOAN PETRUS OTOPENI,17,409,27,F,2016-06-23
LICEUL TEORETIC IOAN SLAVICI PANCIU,17,166,218,F,2014-02-08
LICEUL TEORETIC ION AGARBICEANU JIBOU,14,136,194,M,2012-02-04
Liceul Teoretic Ion Barbu,117,490,3,F,2018-11-24
LICEUL TEORETIC ION BARBU PITESTI,124,243,213,M,2015-10-31
LICEUL TEORETIC ION BORCEA BUHUSI,189,310,328,M,2015-12-05
LICEUL TEORETIC ION CANTACUZINO PITESTI,84,163,101,F,2017-12-20
LICEUL TEORETIC ION CREANGA TULCEA,92,560,251,F,2014-10-05
LICEUL TEORETIC ION GH. ROSCA OSICA DE SUS,151,267,265,F,2019-09-08
LICEUL TEORETIC ION GHICA RACARI,32,175,141,M,2014-10-26
LICEUL TEORETIC ION HELIADE RADULESCU TARGOVISTE,111,444,108,M,2018-11-09
LICEUL TEORETIC ION LUCA VATRA DORNEI,84,557,312,M,2017-07-27
LICEUL TEORETIC ION MIHALACHE TOPOLOVENI,196,236,300,M,2018-01-24
LICEUL TEORETIC ION NECULCE TARGU FRUMOS,73,467,488,M,2020-05-13
LICEUL TEORETIC IONITA ASAN CARACAL,113,533,225,M,2012-09-26
LICEUL TEORETIC IULIA HASDEU LUGOJ,94,483,344,F,2018-12-06
LICEUL TEORETIC IULIA ZAMFIRESCU MIOVENI,59,579,372,M,2011-11-10
LICEUL TEORETIC JEAN BART SULINA,19,1,232,M,2019-04-27
LICEUL TEORETIC JEAN LOUIS CALDERON TIMISOARA,133,287,20,F,2015-11-25
Liceul Teoretic Jean Monnet,39,484,350,F,2012-11-05
LICEUL TEORETIC JOSEPH HALTRICH SIGHISOARA,41,299,321,F,2013-10-17
LICEUL TEORETIC JOSIKA MIKLOS TURDA,97,11,390,F,2016-04-30
LICEUL TEORETIC JOZEF GREGOR TAJOVSKY NADLAC,174,440,296,F,2011-10-16
LICEUL TEORETIC JOZEF KOZACEK BUDOI,191,512,74,M,2014-08-23
LICEUL TEORETIC KEMENY JANOS TOPLITA,198,518,358,F,2016-01-03
LICEUL TEORETIC KEMENY ZSIGMOND GHERLA,31,563,104,F,2013-04-18
LICEUL TEORETIC LASCAR ROSETTI RADUCANENI,110,399,97,F,2014-04-17
LICEUL TEORETIC LEOWEY KLARA SIGHETU MARMATIEI,174,372,189,F,2021-01-15
LICEUL TEORETIC LITTLE LONDON PIPERA VOLUNTARI,3,226,220,M,2013-05-25
LICEUL TEORETIC LIVIU REBREANU TURDA,184,284,123,F,2012-12-26
Liceul Teoretic Lucian Blaga,187,413,220,F,2019-09-28
LICEUL TEORETIC LUCIAN BLAGA CLUJ-NAPOCA,58,495,384,M,2016-05-09
LICEUL TEORETIC 'LUCIAN BLAGA' CONSTANTA,134,384,302,M,2020-08-12
LICEUL TEORETIC LUCIAN BLAGA ORADEA,179,217,489,F,2016-07-11
LICEUL TEORETIC MARIN COMAN LOCALITATEA GALATI,84,459,430,M,2013-07-08
Liceul Teoretic Marin Preda,164,162,302,M,2018-02-26
LICEUL TEORETIC MARIN PREDA TURNU MAGURELE,92,186,387,F,2015-03-18
LICEUL TEORETIC MARK TWAIN INTERNATIONAL SCHOOL VOLUNTARI,165,244,143,M,2014-02-24
LICEUL TEORETIC MIHAI EMINESCU CALARASI,110,76,378,M,2019-12-04
LICEUL TEORETIC MIHAI EMINESCU CLUJ-NAPOCA,18,277,266,M,2012-12-16
LICEUL TEORETIC MIHAI EMINESCU MUN. BARLAD,188,530,58,F,2011-12-22
Liceul Teoretic Mihai Ionescu,38,501,126,F,2016-05-07
LICEUL TEORETIC MIHAI VELICIU CHISINEU-CRIS,130,37,314,M,2019-11-14
LICEUL TEORETIC MIHAI VITEAZUL BAILESTI,85,228,332,M,2015-06-08
LICEUL TEORETIC MIHAI VITEAZUL CARACAL,200,489,247,M,2012-08-08
LICEUL TEORETIC MIHAI VITEAZUL VISINA,175,407,489,M,2016-01-27
LICEUL TEORETIC 'MIHAIL KOGALNICEANU' MIHAIL KOGALNICEANU,6,378,154,M,2017-11-16
LICEUL TEORETIC MIHAIL KOGALNICEANU MUN. VASLUI,31,536,431,M,2014-12-12
LICEUL TEORETIC MIHAIL KOGALNICEANU SNAGOV,162,282,214,M,2019-12-06
Liceul Teoretic Mihail Sadoveanu,134,151,227,F,2021-06-02
Liceul Teoretic 'Mihail Saulescu' Predeal,34,319,397,F,2013-08-19
LICEUL TEORETIC MIHAIL SEBASTIAN,117,325,216,F,2019-07-26
Liceul Teoretic Mikes Kelemen Sfantu Gheorghe,74,402,466,M,2016-10-31
LICEUL TEORETIC MILLENIUM TIMISOARA,149,286,175,F,2013-03-03
Liceul Teoretic Mircea Eliade Intorsura Buzaului,71,77,260,F,2019-01-04
LICEUL TEORETIC MIRCEA ELIADE LOCALITATEA GALATI,88,313,204,F,2016-07-06
LICEUL TEORETIC MIRCEA ELIADE LUPENI,107,36,225,F,2016-03-07
LICEUL TEORETIC MIRON COSTIN IASI,19,292,203,F,2017-05-30
LICEUL TEORETIC MIRON COSTIN PASCANI,46,487,158,M,2016-06-19
Liceul Teoretic 'Mitropolit Ioan Metianu' Zarnesti,4,512,91,M,2016-07-13
LICEUL TEORETIC MURFATLAR,55,52,132,F,2017-11-01
Liceul Teoretic Nagy Mozes Targu Secuiesc,44,264,213,M,2014-10-27
LICEUL TEORETIC NATIONAL,71,373,204,M,2015-01-19
LICEUL TEORETIC NEGRESTI OAS,200,436,174,M,2015-03-13
LICEUL TEORETIC NEGRU VODA,107,64,120,M,2012-06-19
LICEUL TEORETIC NEMETH LASZLO BAIA MARE,189,15,26,F,2019-08-03
Liceul Teoretic New Generation School,165,197,492,M,2015-03-14
Liceul Teoretic Nichita Stanescu,142,513,135,F,2014-08-10
LICEUL TEORETIC NICOLAE BALCESCU CLUJ-NAPOCA,188,47,450,F,2013-01-21
LICEUL TEORETIC 'NICOLAE BALCESCU' MEDGIDIA,152,316,366,F,2021-03-25
LICEUL TEORETIC NICOLAE CARTOJAN GIURGIU,40,587,439,F,2015-05-01
Liceul Teoretic Nicolae Iorga,51,336,477,M,2014-08-09
LICEUL TEORETIC NICOLAE IORGA MUN. BARLAD,86,73,136,M,2020-11-09
LICEUL TEORETIC NICOLAE IORGA ORAS NEHOIU,135,268,125,M,2011-09-14
LICEUL TEORETIC NICOLAE JIGA TINCA,151,590,465,F,2019-05-19
LICEUL TEORETIC NICOLAE TITULESCU SLATINA,40,587,151,F,2014-01-02
LICEUL TEORETIC NIKOLAUS LENAU TIMISOARA,8,429,65,M,2015-11-20
LICEUL TEORETIC NOVACI,164,260,73,M,2013-09-21
LICEUL TEORETIC NR. 1 PERIS,109,273,218,M,2019-07-20
LICEUL TEORETIC NR.1 BRATCA,14,147,133,F,2014-08-02
LICEUL TEORETIC OCTAVIAN GOGA HUEDIN,162,491,271,F,2020-12-21
LICEUL TEORETIC O.C.TASLAUANU TOPLITA,13,99,218,F,2017-06-17
LICEUL TEORETIC OLTENI,70,21,209,M,2016-03-22
LICEUL TEORETIC ONISIFOR GHIBU CLUJ-NAPOCA,102,35,150,F,2020-02-19
LICEUL TEORETIC ONISIFOR GHIBU SIBIU,141,228,216,M,2019-11-15
LICEUL TEORETIC ORAS POGOANELE,106,156,58,M,2016-12-31
LICEUL TEORETIC ORASUL AZUGA,90,523,410,M,2017-06-28
LICEUL TEORETIC ORBAN BALAZS CRISTURU SECUIESC,37,505,387,F,2012-08-19
LICEUL TEORETIC 'OVIDIUS' CONSTANTA,79,287,89,M,2017-06-06
LICEUL TEORETIC PANAIT CERNA,98,200,315,F,2011-11-14
LICEUL TEORETIC PAUL GEORGESCU TANDAREI,9,122,456,M,2011-09-28
LICEUL TEORETIC PAVEL DAN CAMPIA TURZII,196,403,229,M,2016-04-14
LICEUL TEORETIC PANCOTA,81,456,332,M,2017-05-04
LICEUL TEORETIC PECIU NOU,30,557,389,F,2014-10-21
LICEUL TEORETIC PERIAM,136,495,87,M,2013-08-31
LICEUL TEORETIC PETOFI SANDOR SACUENI,29,534,177,M,2021-03-18
LICEUL TEORETIC PETRE PANDREA BALS,101,148,127,M,2018-12-13
LICEUL TEORETIC PETRU CERCEL TARGOVISTE,99,389,489,M,2016-01-21
LICEUL TEORETIC PETRU MAIOR GHERLA,31,87,239,M,2013-08-30
LICEUL TEORETIC PETRU MAIOR OCNA MURES,165,389,232,F,2013-12-20
LICEUL TEORETIC PETRU RARES TARGU LAPUS,142,153,201,F,2015-07-07
Liceul Teoretic Phoenix,168,140,355,F,2012-04-23
LICEUL TEORETIC PIATRA,185,193,335,F,2019-05-13
LICEUL TEORETIC 'PONTUS EUXINUS' LUMINA,52,137,411,M,2019-09-03
LICEUL TEORETIC RADU PETRESCU PRUNDU BARGAULUI,28,33,307,M,2017-03-02
LICEUL TEORETIC RADU POPESCU POPESTI LEORDENI,16,528,171,F,2012-10-30
LICEUL TEORETIC RADU VLADESCU ORAS PATARLAGELE,43,455,301,M,2018-12-23
LICEUL TEORETIC RECAS,55,69,298,F,2014-11-12
LICEUL TEORETIC SALAMON ERNO GHEORGHENI,5,599,451,M,2018-12-07
LICEUL TEORETIC SAMUIL MICU SARMASU,26,247,41,M,2013-09-10
LICEUL TEORETIC SANITAR BISTRITA,9,230,478,F,2020-04-15
Liceul Teoretic Scoala Europeana Bucuresti,177,328,202,M,2018-09-06
LICEUL TEORETIC SCOALA MEA,78,249,351,M,2011-10-07
LICEUL TEORETIC SEBIS,99,468,143,F,2017-08-04
LICEUL TEORETIC SFANTA MARIA LOCALITATEA GALATI,184,304,121,M,2018-01-12
LICEUL TEORETIC SFANTUL IOSIF ALBA IULIA,84,24,445,F,2020-02-03
LICEUL TEORETIC SFANTU NICOLAE GHEORGHENI,117,425,98,F,2018-11-29
LICEUL TEORETIC SFINTII KIRIL SI METODII DUDESTII VECHI,104,412,486,F,2015-05-02
Liceul Teoretic Sfintii Trei Ierarhi,62,167,451,M,2015-12-24
LICEUL TEORETIC SILVIU DRAGOMIR ILIA,151,141,241,M,2017-04-23
LICEUL TEORETIC SOCRATES TIMISOARA,83,505,364,M,2018-02-21
LICEUL TEORETIC SOLOMON HALITA SANGEORZ-BAI,32,374,148,M,2012-02-04
LICEUL TEORETIC SPECIAL IRIS TIMISOARA,39,457,4,M,2021-04-13
LICEUL TEORETIC SPIRU HARET MOINESTI,22,248,476,F,2020-08-09
LICEUL TEORETIC STEPHAN LUDWIG ROTH MEDIAS,72,85,379,M,2013-07-26
LICEUL TEORETIC SERBAN CIOCULESCU,70,431,66,F,2011-12-05
LICEUL TEORETIC SERBAN VODA ORASUL SLANIC,72,584,80,F,2020-07-16
LICEUL TEORETIC STEFAN CEL MARE MUNICIPIUL RAMNICU SARAT,92,193,1,M,2015-05-05
Liceul Teoretic Stefan Odobleja,91,438,351,F,2020-07-18
LICEUL TEORETIC TAMASI ARON ODORHEIU SECUIESC,74,70,157,M,2015-01-19
LICEUL TEORETIC TATA OANCEA BOCSA,0,279,458,F,2019-01-10
LICEUL TEORETIC TEGLAS GABOR DEVA,59,312,109,M,2017-07-07
LICEUL TEORETIC TEIUS,178,10,220,F,2016-09-25
Liceul Teoretic Traian,192,236,221,F,2014-10-16
LICEUL TEORETIC 'TRAIAN' CONSTANTA,54,332,329,F,2012-10-05
LICEUL TEORETIC TRAIAN LALESCU,167,232,203,M,2012-04-26
LICEUL TEORETIC TRAIAN LALESCU BRANESTI,0,70,345,M,2015-08-29
LICEUL TEORETIC TRAIAN LALESCU HUNEDOARA,24,323,88,M,2015-10-31
LICEUL TEORETIC TRAIAN VUIA FAGET,54,176,41,F,2019-10-05
LICEUL TEORETIC TRAIAN VUIA RESITA,86,349,368,F,2021-01-30
LICEUL TEORETIC TUDOR ARGHEZI CRAIOVA,1,5,331,F,2014-05-10
LICEUL TEORETIC TUDOR VIANU GIURGIU,111,499,468,F,2012-02-20
Liceul Teoretic Tudor Vladimirescu,52,254,111,M,2021-03-20
LICEUL TEORETIC TUDOR VLADIMIRESCU DRAGANESTI-OLT,126,289,463,M,2020-02-06
LICEUL TEORETIC VARLAAM MITROPOLITUL IASI,188,409,420,M,2021-02-13
LICEUL TEORETIC VASILE ALECSANDRI COMUNA SABAOANI,27,64,301,F,2011-11-26
LICEUL TEORETIC VASILE ALECSANDRI IASI,92,408,338,M,2011-12-25
LICEUL TEORETIC VICTOR BABES CLUJ-NAPOCA,194,529,364,F,2014-11-17
Liceul Teoretic Victoria,34,356,97,M,2019-12-26
LICEUL TEORETIC VIDELE,137,329,186,F,2017-10-23
LICEUL TEORETIC VIRGIL IERUNCA COM. LADESTI,136,558,464,F,2019-07-27
LICEUL TEORETIC VLAD TEPES TIMISOARA,180,385,9,F,2017-02-14
Liceul Teoretic Waldorf,8,33,21,F,2014-04-23
LICEUL TEORETIC WALDORF IASI,79,286,89,M,2016-08-06
LICEUL TEORETIC WILLIAM SHAKESPEARE TIMISOARA,181,588,491,M,2020-03-29
Liceul Teoretic 'Zajzoni Rab Istvan' Sacele,190,74,28,F,2014-02-03
LICEUL TEORETIC ZIMNICEA,188,247,89,M,2014-11-11
LICEUL TIMOTEI CIPARIU DUMBRAVENI,0,593,411,M,2013-09-14
LICEUL TRAIAN VUIA CRAIOVA,38,82,245,F,2012-12-14
LICEUL UDRISTE NASTUREL HOTARELE,160,37,343,M,2012-11-29
LICEUL UNITARIAN JANOS ZSIGMOND CLUJ-NAPOCA,46,310,198,F,2019-07-10
LICEUL VASILE CONTA ORAS TARGU NEAMT,108,339,322,M,2012-04-03
LICEUL VOCATIONAL DE ARTA TIRGU MURES,94,583,279,F,2014-09-02
Liceul Vocational de Arte Plastice 'Hans Mattis-Teutsch' Brasov,32,129,49,M,2017-01-02
Liceul Vocational de Muzica 'Tudor Ciortea' Brasov,139,373,72,F,2015-04-18
LICEUL VOCATIONAL PEDAGOGIC NICOLAE BOLCAS BEIUS,122,298,449,M,2011-08-24
LICEUL VOCATIONAL REFORMAT TIRGU MURES,200,285,77,M,2011-12-10
LICEUL VOIEVODUL MIRCEA TARGOVISTE,74,475,250,M,2018-04-08
LICEUL VOLTAIRE CRAIOVA,0,466,313,M,2016-08-14
LICEUL WALDORF CLUJ-NAPOCA,192,208,248,F,2014-10-15
LICEUL WALDORF TIMISOARA,96,52,402,M,2019-10-20
LICEULSTEFAN D. LUCHIAN'' STEFANESTI,31,476,242,M,2020-12-23
Ministerul Educatiei si Cercetarii,192,61,260,M,2020-04-28
PALATUL COPIILOR ADRIAN BARAN SLATINA,112,54,66,F,2012-04-23
PALATUL COPIILOR ALBA IULIA,157,200,446,M,2013-08-27
PALATUL COPIILOR ALEXANDRIA,27,117,236,F,2014-06-16
PALATUL COPIILOR ARAD,133,132,76,M,2013-10-05
PALATUL COPIILOR BACAU,16,435,264,F,2013-08-18
PALATUL COPIILOR BAIA MARE,117,411,58,M,2019-07-31
PALATUL COPIILOR BISTRITA,145,99,2,M,2017-02-17
PALATUL COPIILOR BOTOSANI,107,484,300,M,2016-04-25
Palatul Copiilor Brasov,86,323,236,M,2012-07-10
PALATUL COPIILOR BRAILA,137,583,94,M,2015-10-03
PALATUL COPIILOR CLUJ,28,397,162,M,2018-11-21
PALATUL COPIILOR CONSTANTA,62,158,171,M,2018-02-17
PALATUL COPIILOR CRAIOVA,14,177,259,M,2013-08-08
PALATUL COPIILOR DEVA,1,168,373,M,2017-11-12
PALATUL COPIILOR DROBETA TURNU SEVERIN,168,489,76,M,2012-05-26
PALATUL COPIILOR FOCSANI,30,452,164,F,2020-11-30
PALATUL COPIILOR GIURGIU,177,236,342,F,2013-07-14
PALATUL COPIILOR IASI,110,379,98,M,2019-07-27
PALATUL COPIILOR MIERCUREA CIUC,44,269,400,F,2012-08-02
PALATUL COPIILOR MUN. RM. VALCEA,88,255,205,M,2018-08-08
PALATUL COPIILOR MUN. VASLUI,50,421,37,M,2015-08-07
PALATUL COPIILOR MUNICIPIUL BUZAU,78,450,377,M,2017-09-13
PALATUL COPIILOR MUNICIPIUL PIATRA-NEAMT,148,342,128,M,2012-01-05
PALATUL COPIILOR MUNICIPIUL PLOIESTI,75,175,403,F,2013-11-22
PALATUL COPIILOR NR.1 CALARASI,73,596,227,M,2014-12-22
PALATUL COPIILOR ORADEA,188,465,136,F,2014-03-02
PALATUL COPIILOR PITESTI,74,262,188,F,2014-12-20
PALATUL COPIILOR RESITA,7,159,276,F,2015-02-26
PALATUL COPIILOR SATU MARE,146,386,398,M,2014-06-18
Palatul Copiilor Sfantu Gheorghe,149,591,323,F,2019-08-08
PALATUL COPIILOR SI ELEVILOR GALATI,76,18,179,M,2017-05-23
PALATUL COPIILOR SI ELEVILOR ILFOV,38,235,11,F,2012-01-30
PALATUL COPIILOR SIBIU,27,201,163,M,2019-04-10
PALATUL COPIILOR SLOBOZIA,176,428,74,M,2013-10-19
PALATUL COPIILOR SUCEAVA,164,256,366,M,2015-01-23
PALATUL COPIILOR TARGOVISTE,192,4,12,F,2017-11-05
PALATUL COPIILOR TG-JIU,134,569,448,M,2017-06-02
PALATUL COPIILOR TIMISOARA,129,590,223,M,2013-11-02
PALATUL COPIILOR TIRGU MURES,24,526,204,F,2014-06-06
PALATUL COPIILOR TULCEA,186,190,474,F,2013-03-19
PALATUL COPIILOR ZALAU,4,553,94,F,2014-06-28
Palatul National al Copiilor,76,409,325,M,2015-08-28
PENITENCIARUL VASLUI,57,155,72,M,2020-08-06
ROYAL SCHOOL IN TRANSYLVANIA,155,388,449,M,2014-06-13
SCOALA DE ARTA SLATINA,193,329,469,F,2016-09-12
SCOALA GIMNAZIALA  IOSIF PERVAIN CUGIR,130,171,333,M,2015-09-29
SCOALA GIMNAZIALA  NICOLAE PETRESCU CRIVAT,158,487,125,F,2018-10-29
SCOALA GIMNAZIALA ACHIM POPESCU COM. PAUSESTI MAGLASI,149,505,369,M,2019-12-12
SCOALA GIMNAZIALA ADJUDU VECHI,120,513,290,M,2019-11-24
SCOALA GIMNAZIALA ADRIAN PAUNESCU FOCSANI,151,431,375,F,2012-05-16
SCOALA GIMNAZIALA ADVENTISTA COMUNA MATCA,150,508,92,F,2015-04-20
SCOALA GIMNAZIALA AFUMATI,30,298,175,F,2019-12-20
SCOALA GIMNAZIALA AL. I. CUZA VORONA,7,92,366,M,2013-03-23
SCOALA GIMNAZIALA ALECSANDRU NICOLAID MISCHII,132,343,100,M,2019-12-28
SCOALA GIMNAZIALA ''ALECU IVAN GHILEA'' SENDRICENI,103,428,314,M,2021-03-10
Scoala Gimnaziala ALETHEEA,100,40,56,F,2014-01-20
SCOALA GIMNAZIALA ''ALEXANDRU CEL BUN'' ICUSENI,135,326,164,M,2014-12-23
SCOALA GIMNAZIALA ALEXANDRU D. GHICA OLTENITA,29,185,184,M,2014-04-19
SCOALA GIMNAZIALA ALEXANDRU IOAN CUZA BAIA MARE,67,238,155,M,2020-07-08
SCOALA GIMNAZIALA ALEXANDRU IOAN CUZA DOROHOI,4,162,51,M,2012-06-10
SCOALA GIMNAZIALA ALEXANDRU IVASIUC BAIA MARE,67,324,68,M,2018-11-30
SCOALA GIMNAZIALA ALEXANDRU MACEDONSKI CRAIOVA,13,244,214,M,2016-11-12
SCOALA GIMNAZIALA ALEXANDRU MORUZI COMUNA PECHEA,38,15,374,F,2021-02-17
SCOALA GIMNAZIALA ALEXANDRU VLAHUTA FOCSANI,145,262,17,M,2012-10-17
SCOALA GIMNAZIALA ALEXANDRU VLAHUTA GUGESTI,62,558,76,F,2011-09-25
SCOALA GIMNAZIALA ALEXANDRU VLAHUTA OLTENITA,60,286,274,M,2019-10-27
SCOALA GIMNAZIALA ALEXEI MATEEVICI COMUNA MOVILENI,1,60,82,M,2012-10-14
SCOALA GIMNAZIALA ALIMPESTI,169,482,464,M,2014-08-28
SCOALA GIMNAZIALA ALMASU MARE,196,260,154,F,2012-01-30
SCOALA GIMNAZIALA AL.STEFULESCU TG-JIU,21,548,296,M,2015-12-31
SCOALA GIMNAZIALA AMARASTII DE SUS,113,418,320,M,2018-06-30
SCOALA GIMNAZIALA AMZA PELLEA BAILESTI,111,538,85,M,2012-09-26
SCOALA GIMNAZIALA ANGELA GHEORGHIU ADJUD,76,578,464,M,2021-01-05
SCOALA GIMNAZIALA ANGHEL RUGINA LOCALITATEA TECUCI,128,527,143,M,2017-08-12
SCOALA GIMNAZIALA ANGHEL SALIGNY FOCSANI,92,276,427,M,2013-09-10
SCOALA GIMNAZIALA ANGHELESTI,107,194,326,F,2018-03-23
SCOALA GIMNAZIALA ANINOASA,74,390,442,F,2012-02-23
SCOALA GIMNAZIALA ANTON PANN CRAIOVA,143,285,215,M,2013-01-16
SCOALA GIMNAZIALA ANTON PANN MUN. RM. VALCEA,108,561,455,M,2013-05-15
SCOALA GIMNAZIALA ANTONIE MOGOS CEAURU BALESTI,104,454,226,F,2016-01-12
SCOALA GIMNAZIALA APELE VII,116,231,85,F,2016-08-27
SCOALA GIMNAZIALA ARCANI,131,14,388,M,2012-09-21
SCOALA GIMNAZIALA ARDUSAT,196,519,322,M,2014-04-26
SCOALA GIMNAZIALA ARINI,25,339,123,F,2018-06-18
SCOALA GIMNAZIALA ARISTOTEL CRISMARU'' DRAGUSENI,57,296,15,F,2017-12-27
SCOALA GIMNAZIALA ARON COTRUS CERGAU MARE,81,92,268,M,2013-11-14
SCOALA GIMNAZIALA ASUAJU DE SUS,8,570,79,M,2012-09-23
SCOALA GIMNAZIALA AUGUSTIN BENA PIANU DE JOS,194,87,121,F,2020-11-27
SCOALA GIMNAZIALA AUGUSTIN BUZURA COPALNIC-MANASTUR,35,541,233,F,2012-07-18
SCOALA GIMNAZIALA AUREL TEODORESCU STEJARI,140,74,47,M,2014-07-27
SCOALA GIMNAZIALA AVRAM IANCU  UNIREA,41,472,433,M,2015-08-29
SCOALA GIMNAZIALA AVRAM IANCU ABRUD,141,549,400,F,2014-06-29
SCOALA GIMNAZIALA AVRAM IANCU ALBA IULIA,13,212,238,F,2017-05-26
SCOALA GIMNAZIALA AVRAM IANCU AVRAM IANCU,82,220,58,F,2012-01-27
SCOALA GIMNAZIALA AVRAM IANCU BAIA MARE,20,484,158,M,2012-01-14
SCOALA GIMNAZIALA AVRAM IANCU ZLATNA,176,81,226,M,2020-07-21
SCOALA GIMNAZIALA AXENTE SEVER AIUD,115,436,240,M,2013-10-22
SCOALA GIMNAZIALA AXENTE SEVER MANARADE,69,69,29,F,2020-02-01
SCOALA GIMNAZIALA BACEA,40,251,190,M,2013-10-23
SCOALA GIMNAZIALA BAHNASENI,100,302,6,M,2016-12-30
SCOALA GIMNAZIALA BAIA SPRIE,174,466,99,F,2012-06-11
SCOALA GIMNAZIALA BAITA DE SUB CODRU,148,367,367,M,2012-09-13
SCOALA GIMNAZIALA BALANESTI,82,571,441,F,2019-09-18
SCOALA GIMNAZIALA BALCACIU,98,138,67,F,2016-11-26
SCOALA GIMNAZIALA BALCESTI BENGESTI-CIOCADIA,104,461,427,M,2016-03-23
SCOALA GIMNAZIALA BALESTI,195,103,406,F,2012-09-11
SCOALA GIMNAZIALA BALTA,38,169,121,M,2016-06-24
SCOALA GIMNAZIALA BARABANT,44,570,103,F,2020-07-30
SCOALA GIMNAZIALA BARBATESTI,168,35,56,M,2018-10-01
SCOALA GIMNAZIALA BARBU IONESCU URZICUTA,86,62,240,M,2012-07-08
SCOALA GIMNAZIALA BARBU STEFANESCU DELAVRANCEA NARUJA,121,65,275,F,2019-12-26
SCOALA GIMNAZIALA BARTOLOMEU VALERIU ANANIA COM. GLAVILE,24,351,246,F,2021-03-24
SCOALA GIMNAZIALA BASESTI,194,513,44,M,2014-07-12
SCOALA GIMNAZIALA BATINESTI,82,278,411,F,2012-03-17
SCOALA GIMNAZIALA BELCINU,145,347,301,M,2020-02-09
SCOALA GIMNAZIALA BELOT,8,414,159,F,2016-11-28
SCOALA GIMNAZIALA BEN CORLACIU GROSII TIBLESULUI,11,62,486,F,2021-02-03
SCOALA GIMNAZIALA BENESTI,88,118,15,M,2016-11-15
SCOALA GIMNAZIALA BENIC,108,448,195,F,2018-11-01
SCOALA GIMNAZIALA BENKO FERENC DAMACUSENI,142,297,52,M,2012-01-04
SCOALA GIMNAZIALA BERBESTI,173,442,164,F,2014-09-23
SCOALA GIMNAZIALA BERGHIN,187,108,444,F,2018-12-03
SCOALA GIMNAZIALA BERINDEI,154,482,311,F,2017-06-07
